text,label
savoir عاد لهنا شكون الغالط هوما ولا هيا المفيد السب و الشتم ما عندوش مبرر,positive
top top مكانش لي يجي في بلستكوم ولا احسن منكم ابدا,positive
Tunisair معشش فيها الفساد,negative
vraiment bravo هذا موظف شريف و وطني يستحق الإحترام الكبير,positive
waw راب فوور,positive
WhatsApp صفر صفر ميتين و أثناش مليار و ستمياة و تسعة و أربعين مليون و خمسين ألف و ستمياة و ثنين و أربعين من فضل الله على حمدالله رب العالمين أن الفضل بيد الله يؤتيه من يشاء الطب الحديث توصلنا لعلاج القذف السريع و علاج ضعف الإنتصاب تواصل معانا اعبر الوتساب,negative
WhatsApp صفر صفر ميتين و أثناش مليار و ستمياة و خمسة و أربعين مليون و سبعمياة و ستين ألف و أربعمياة و واحد و أربعين شباب لاحظت كثير كومنتات عن تكبير القضيب وضعف الانتصاب وسرعة القذف ولا يهمك تواصلو مع الدكتور إلي نصحني بوصفة استعملتها كم أسبوع وحصلت على نتايج مذهلة إلي عايز الدكتور يتواصل معه الواتساب صفر صفر ميتين و أثناش مليار و ستمياة و خمسة و أربعين مليون و سبعمياة و ستين ألف و أربعمياة و واحد و أربعين,negative
za ثلاثة ma chnia tiiit سؤال محير,positive
zéro humanité حسبي الله ونعم الوكيل,negative
ء أحدن كسر له كوب ويقدم أعذار واحدن كسر له قلب ويقول عادي,negative
ءالله يهلكك ياقلب ياكذب,negative
آآه يا ربي لك الحمد و الشكر على كل حال يا ربي تسترنا و تستر وليداتنا,positive
آثار البسطار الفرنسي,negative
آحسن مسلسل,positive
آخر مرة سيشهد البريدج على ارتداء جي تي شارة قيادة تشيلسي,negative
آدمين مسطك,negative
آراء وذكريات بأجمل تعبير,positive
آراك في جنة الخلد يا دقني العزيزة,negative
آستودع الله عقلك إن أردت ألا يحيد و آستودعه قلبك حتى لا يتصدع يوما ما,positive
آسفي عليك يا تونس قمة العار و الجهل انو يتناقش موضوع كيما هكة في برنامج يتفرج فيه الشعب الكل من اللخر الشيء هذا حرام و منافي للأخلاق شئتم أم أبيتم و لازم الأطراف المعنية تتدخل باش توقف هل المسخرة و الله عار على دولتنا الاسلامية,negative
آش عندكم ريتوا هذا على الأقل موجود في مكان العمل وقايم بمجهود ضعيف ابكي عاللي يقبض في شهرية من المال العام ولا يعمل أما رافض العمل أو متقاعص أو غير موجود اصلا في مكان العمل ومنهم الكثيرون مع الأسف,negative
آش نعمل لعزاها,negative
آلله الله يرحمه ويسكنه فسيح جناته يارب,positive
آلله لا تباركلكم,negative
آلله يرحمها الكل,positive
آماال علوان ولات ماسطةة,positive
آمنة فاخر نستاهل محلاها,positive
آمون لن يرضى عنك يا مخلوف,negative
آمين يارب الله يرحم جميع موتانا ويصبرنا على فراقهم يارب,negative
آنا متخرج من ألفين و أربعة و كأنني موش تابع البلاد هذه و كيف آلاف و السيد ماشاغلو شيء إلا الولاة حسبنا الله و نعم الوكيل,negative
آنا من رايي أتفه كليب ريتو في حياتي,negative
آنسيتك بعد ريته هواك اخطيني تركتك و مزالت تريدك عيني,negative
آني جيت من مسلسل نوبة و الله معلم يا صالح الفرزيت معلم و ما كيفك حد غناياتك الكل رووعة و زيد وليت نسمع فيهم بنظرة أخرى بعد مسلسل نوبة نظرة حب و إحساس آخر و الولاد إلي معاك حصللهم الشرف انك خدمت معاهم ربي يوفقكم,positive
آني ديما صياما رغم إنو عمري عشرا سنين,positive
آني كنت ناوي و بطلت مهيش حاجة طلعة,negative
آهالي برج الصالحي عاملين ذراعهم في وجوههم يحبو ع الضو بلاش كانو في الهم للعنكوش و كي steg دخلتلهم الضو و عملت الكياس ولاو يعوعشو كي السرادك إي نعل بو الوقت الكلب,negative
آه بوليس,positive
آه ريق إلبارد وقلة إلحياء,negative
آه يا وجه اللفعة,negative
آي آي آي تقتل نحب سي المهف و,positive
آيا آيا آيا آيا,negative
أإن شاء الله سوف يغلق,negative
أ الله عليك يا مفيدة تووب,positive
أبارك هذا التحالف لما فيه خير للتونسيين والتونسيات,positive
أباطرة الفساد,negative
أبتسم فإن في عيناك جمالا يستحق له الإنحناء وفي مبسمك تغرب الشمس وتشرق,positive
أبحث عن أصدقاء من تونس الشقيقة,positive
أبدع البارحة في حصة كلام الناس,positive
أبدعت حقا بالفكرة والبسمة التى لا تفارق وجهك تونس في حاجة لأمثالك انت فخر لنا والى يعرف قيمتك,positive
أبدعت يا وليد التونسي ألف قبلة على جبين أمك فقد أنجبت رجلا بحق شكرا أيها الفنان,positive
أبدع فأذهل,positive
أبدع في دوره,positive
أبشع أنواع الذكريات التى تأتيك وأنت تقرأ شيئا يشبه كثيرا ما مررت به,negative
أبكيك شوقا ويؤلمني غيابك رحم الله نفسا غادرتني ربي أجمعني به في الجنة رحمك الله يا أبي,negative
أبهرني منطقه,positive
أبواب السعادة معروفة باب الثلاجة باب الطائرة باب البنك,negative
أبيك من قبل لا اتعلق بك وأشوفك لي شريك وأبيك من قبل لا تتجمع لك أحبك وأعترف,positive
أبي ماأصعب ان اذكر اسمك ثم اتبعه بكلمة رحمه الله,negative
أتصبر وأقول إني على البعد قاوي والله أعلم بقلب فيه الأشواق حيه,negative
أتعب وانا اقول مبدع يالسليم استمر ولا عليك من أحد هذا هو الترفيه الحقيقي,positive
أتمنيتك تفرح ي لميمة غير الزمان غدار الله يحفظ امهاتنا وأمهات المسلمين ومسلمات وارحم موتانا وموتاهم يارب العالمين وإهداء لكل متغرب و كل عربي من ارض الموت احلا سلام,positive
أتيناك نرجوك حسن الختام إلهي فلسنا على ما يرام على باب عفوك نحن اليتامى وأنت السلام ومنك السلام,negative
أثر فيه الواقع الأليم اللى عايشه فيه البطله وللأسف ما تغيرش,positive
أثناء قرائتي الروايه رافقتني مشاعر مختلفه تجاه أسلوب الكتابه وتجاه مضمون الروايه الطريقة التي اتبعها الكاتب في سرد الأحداث كان تعتمد على الإنتقال من مشهد وحدث لأخر في بعض الأحيان كانت هذه الإنتقالات مربكة وسريعة تجعلك تتوقف لحضات عن القراءه لإدراك ماقد حدث في باقي الأحيان هذه الإنتقالات خدمت الحبكة بشكل جيد روي الأحداث بخط زمني متوازي لأكثر من حدث وأكثر من شخصيه جعلني أعيش في عده عوالم متوازيه بمشاعر متناقضة في لحضة واحده إستخدام اللغة العاميه المصريه في عده أماكن من الروايه جعل فهم بعض أجزائها صعب ولكن أرى أنه خدم الكاتب في التعبير عن التفاصيل الدقيقة التي لم تسعفه الفصحى في التعبير عنها الاسلوب الروائي بشكل عام جيد ولكن كان للمضمون أن يصل بشكل أعمق لو كان الأسلوب الكتابي أكثر إحترافية تحدثت الروايه في مضمونها عن الحب مراحل الحب السبعة وكيف عاشتها كل شخصيه من شخصيات الروايه حينما استرسلت في قرائتها وجدت نفسي أندمج بشكل لا إرادي مع شخصيات الروايه تمر عليا التجارب التي عشتها في كل شخصيه لأجد نفسي أحيانا أنفعل إنفعالا شديدا معها فالأحداث محمله بالكثير من المشاعر التي تتركك بعد الإنتهاء من قراءه الكتاب في حاله فوضى ذهنية وشعوريه وقد فضحك الكتاب وعراك من كل الأكاذيب ليتركك عاريا أمام ذلك المسمى الحب الروايه قد لا ترتقي للمستوى الكتابي الأدبي واللغوي المحترف وكان يمكن أن تكون أفضل بكثير وأكثر عمق لكنها تلك أحد الروايات التي تقع في حبها من أول صحفه أو تكرهها من دون سبب يذكر,negative
أثناش مليون تونسي عشرين مليون تفتاف,negative
أجدت الوصف والتعبير عن الصورة ابتسامة تبكي,negative
أجمال احساس وأجمل اب وبنت في لكون يارب يكون كل الاب مثله ربي يخف عليه مرض بنت ورجعلوا وليدوا ونعولها بشفاء العاجل,positive
أجمل الناس من يصنع فيك ابتسامة حين يعلم أنك بحاجة لها أبعد الله عنكم مواجع الدنيا ورزقكم السعآدة من حيث تعلمون ومن حيث لا تعلمون,positive
 أجمل رقصة في الدنيا على الإطلاق تلك التي تديها الدجاجة حين تذبح فقط حين تمنحك البيئة الفقيرة تفاصيل غنية تحترم الأدب الذي تقره من نبعها إن كنت من تستهويه سيرة شهداء العشق وتخشع موضوعيتك لسماع صلوات العشاق تتحاوم فوق رأسك في دورة عصفورية كريكتورية سيروقك هذا العمل لا محالة على عكسي ستنجرف مع عشق المرحوم المم ضي بالقلم الأخضر دون أن تدرك التلاعب هنا في المزج بين الموت والإخضرار الذي ربط ذوق المرحوم وما سيخط قلمه في رسالة يسميها وهو بهذا العنوان الرقمي أر شف عامه بيوم جديد طويل مرهق يوم عاشق يتواجد في عامك هذا قد يسقط عرض من العام الذي يليه كما حدث مع مرحومنا العاشق في حفلة زواج تقام بالنادي الطلياني في ليلة خميس يلمح زولها القاسي الذي يحكم عليه بمبد العشق فيتحول مرحومنا من معلم كيمياء لرهين للعشق الافلاطوني وملاحقا لسرابه بين كل الأماكن المتوقعة لإصطياد معشوقته كما يقول القدماء العشق له رن كرن الخلخال المهم في الموضوع أنه سيتقاطع بحثه عنها إستنطاق للأمكنة متمثلة في أحياء متباينة حي المساكن حي البساتين كل حي سيخبرك ساكنوه ومرتادوه بطبيعة طبقته الإجتماعية حس التفاصيل غني متدفق كما هي عادة أمير تاج السر وهو ما يصقل الأحداث المترهلة يمنحها قوام أقوى مما هي عليه وقدرته على السرد الحيوي لا جدال عليها لكن لو كنت أنا من وجد تلك الرسائل لمزقتها ليتعلم العشاق ان العشق تحدي للنفس وليس استسلام يبهرني أمير كل مرة بشخوصه فأجدها جديرة بالتعرف عليها الألماني أبو الصاحب تواجده المبهم الأخير في الأثر الطلياني الأزهري متنكر في زي النادل حليق اللحية شمس العلا وشموعه سر جميل تحشيش كولومبس وعفراء اللاهثة وحتى حبو جعفر كلهم محفورون هنا في الذاكرة كل منا يوجد في خياله إسم يبحث عنه وقد نشتبه به مع العديد من الأسماء مما يعقد عملية البحث الخيالي الأهم أن ننزل عملية البحث للواقع من خيالنا بشكل صحيح بأسم صريح يتحدى كل الأسماء التي جابت خيالنا يوم أرقتنا ولا يستسلم أمام جبروت تكتلها بل يتعلم كيف يفصل اسم معشوقه من بين كل الأسماء نقطتان تعبر عن إحترامي لهذا القلم إن لم يعجبني سوى نصف الرواية احترامي يفرض علي الإشادة بماأعجبني فيها,negative
أجمل زوز إبنات ألله يسترهم ويحميهم,positive
أجمل عطور جنيد في شيلة أمي و أجزل عطايا الوقت حزة رضاها,positive
أجمل عمل,positive
أجمل عمل معروض في القنوات التونسية حاليا نتمنى أن يتواصل المسلسل بهذا المستوى الراقي الذي قطع مع الأعمال المعادة والمعلوكة التي عودنا بها مرتزقة رمضان,positive
أجمل ما في الدنيا آش مزلت تحب,positive
أجمل مافيك أن علي أن أقبلك أو أرفضك دون أن أد عي أنني قد خدعت بك هكذا تمضي طا الحب يد تكتب بالحبر الصيني وأخرى تمحو ماتخطه الأولى عين تقول نعم وجارتها تقول لا الفم حب كرز القلب تفاحه محرمه والفراق ضيف اللقاء فخذني إلى ذاكرتك كي أتقن نسياني لا تغادرني لا تقطنني لا تلتصق بي ولآتهجرني كن قريبا أبقى بعيدا كي تترك مساحه للحلم والضوء بيننا فالحب طفل الحريه,positive
أجمل مسلسل عربي,positive
أجمل من أنسام الشتاء وبراده ملامحك من حسنها تفتح النفس,positive
أجمل وأحسن مسلسل تونسي شفتو فن وتقنية تحيا ليك عبدالحميد بوشناق,positive
أجمل وأعظم تحية من مصر,positive
أحباء التفريك و التنبير إنضموا صعاليك التفريك,negative
أحب صوت عبدالمجيد كل كلمة حب منه أحسه يستقصدك فيها حبيبي,positive
أحبك حتى النخاع يا علاء الشكر و التقدير ربى يحفضك يا أحسن منشط في كل العالم ويقدرك على فعل الخير خاصة مع االزوالي,positive
أحبك دائما بطريقة غير إعتياديه ولا متناهيه,positive
أحبك كحب الشمس لوقت الفجر كحب العصفور لغصن الشجر كحب النحل لرحيق الزهر كحب السماء لماء المطر الله أكبر شو هااد الكاتب عمرو سنة ولا شو هي هلوسات مراهقين مو نصوص أدبية الكتاب ضحك بشكل وأنا عم بقرئو ما خطر ببالي غير إنت حبيبي إنت حياتي إنت الحب الراجل اتجنن يا جدعان,negative
أحبك واذا ما كنت داري أنا داري أنا كل يوم أقولها لو ما تسمعها,positive
أحب وجه أمي الطيب جدا ذلك الوجه الذي لم ولن يخذلني أبدا الله يرحمج امايه,negative
أحتاج إلى شخص أحكي له جميع ما بداخلي وعندما أنتهي يقول لي أن تركك الجميع أنا لن اتركك,negative
أحتاج صبر أيوب عليه السلام ربي أرزقني إياه,negative
أحتاجك ربما وجع الكلمة يكفي,negative
أحتاج معجزة ترضي خاطري من كل النواحي,negative
أحترماتي,positive
أحترماتي,negative
أحترم هذا الرجل كنائب في مجلس الشعب أكثر منه كنائب في المجلس التأسيسي ربما الخبرة أو قضية بنك لازار التي زادت في شعبية سي مهدي,positive
أحد أحد فرد صمد لا والد ولا ولد رب السماء والفضاء والجبال والشجر رب عزيز قادر له جبين قد سجد يوم الجمعة,positive
أحداث الرواية تحصل خلال أيام بالتفصيل الشخصيات كثيرة أشخاص غير مداخلات الملف في كل جزئية بتاخذ فكرة عن طريقة تفكير كل واحد فيهم شخصية الدكتور سكريتا من أكثر الشخصيات المثيرة للضحك بسبب الأفكار الغريبة التي يمتلكها عنده فنتازيا انه البشر كلهم يصيروا أخوان أفضل وماينجبوا خلاص والعالم حيعيش في سلام وهذا مشروعه الخاص اللي بدأ في تنفيذه فعل الذي أبغضني كثير واقعية الرواية المقرفة في طبيعة العلاقات الشخصية والعلاقات العاطفية لكن ال نجمات لأن بعض أفكار الكتاب حتلازمني فترة طويلة ترجمة روز مخلوف ممتازة في هذا البلد لا يحترم الناس الصباح إنهم يوقظون أنفسهم بفظاظة بوساطة منبه يقطع نومهم بضربة فأس ويستسلمون في الحال لسرعة مشومة هل باستطاعتك أن تقول لي مايمكن أن يكون عليه نهار يبدأ بهذا الفعل العنيف ما الذي يمكن أن ينتج عن أناس تنزل بهم منبهاتهم صدمة كهربائية صغيرة يومي إنهم يعتادون كل يوم على العنف وينسون كل يوم ما حفظوه عن السعادة صدقني صباحات الإنسان هي التي تقرر طباعه تميزت بقلب طيب على نحو استثنائي ولم تكن ترفض شيئ لأحد للأسف أن طيبة القلب وطيبة الجسد هذه تثير فظاظة الرجال أكثر مما تثير امتنانهم هذه الرغبة بالانتقام هي في الحقيقة رغبة لم تلب بالعدالة التوصل إلى النتيجة القائلة بعدم وجود فرق بين المذنب والضحية يعني التخلي عن كل رجاء وهذا هو ما يدعى بالجحيم,positive
أحزان في الأندلس من أجمل ما رسمه نزار بالكلمات هذا الهوى ما عاد يغريني فلتستريحي ولتريحيني إن كان حبك في تقلبه ما قد رايت فلا تحبيني حبي هو الدنيا بأجمعها أما هواك فليس يعنيني أحزاني الصغرى تعانقني وتزورني إن لم تزوريني ما همني ما تشعرين به إن افتكاري فيك يكفيني فالحب عطر في خواطرنا كالعطر في بال البساتيني عيناك من حزني خلقتهما ما أنت ما عيناك من دوني فمك الصغير أدرته بيدي وزرعته أزهار ليموني حتى جمالك ليس يذهلني إن غاب من حين الى حين فالشوق يفتح ألف نافذة خضراء عن عينيك تغنيني لا فرق عندي يا معذبتي أحببتني أم لم تحبيني أنتي استريحي من هواي أنا لكن سألتك لا تريحيني,negative
أحزن ما قرأت اللغه هى الزاكره والدراما من الواقع الاندلسي والاحداث سلسله متصله منفصله من العذاب والمعاناه والله يا أخي ما يعذبني أكثر من السال أين ذهب العرب والمسلمون,positive
أحسد البن ام فنجان قهوتها إن بات في يدها تكسوه بالقبل,positive
أحسن أحسن أحسن مسلسل ألفين و تسعطاش موشو,positive
أحسن أغنية لدي بعد أغنية في بلادي ضلموني للرجاء العالمي تحية للجماهير الافريقي,positive
أحسن أغني عندي,positive
أحسن برنامج ررائع الى الامام سامي,positive
أحسن برنامج,positive
أحسنت أبدعت أفدت وأمتعت وأقنعت,positive
أحسنت الكلام وبارك الله في عقلك وفهمك,positive
أحسنت بوغلاب لقد ألبوك على عبير موسي في يوم ما نقبل اعتذارك,positive
أحسنت صنعن تونس واقفة على رجالها أكييد,positive
أحسنت قولا,positive
أحسنت كافون واصل,positive
أحسنت يا منال,positive
أحسنت يا ولييد أبهرتنا كلعادا,positive
أحسن حاجة تعملها الدولة انو كل ولاية يحطوها في بلاد خلي باش هكاك ترتاح الولايات من بعضها و فماش ما تنقص شويه جهويات كي ميقولو فيها هه قالوا جهويات لا حول الله يا ربي,negative
أحسن حاجة قالوا سكر سهلة الكلمة عندكم,negative
أحسن حاجة,positive
أحسن حاجة هكة ممكن ينقص الشطر متاعنا و إمكانية كبيرة يتحسن وضع الناجين من حالة حليلة إلى هكاكة و برا,negative
أحسن خبر تنجم تهبطو موزاييك,positive
أحسن سيتكوم,positive
أحسن صورة لزوجين في المغرب العربي ربي يوفقكم,positive
أحسن فنان,positive
أحسن كلمة قالها نظمو رواحكم ونظمونا معاكم وتبعونا نحنا لي نحبو نخدمو على رواحنا,positive
أحسن كوميدي تونسي الكوميدية متاعو تدخل للقلب بدون إستءذان جعفور واصل هكة,positive
أحسن كوميدي تونسي,positive
أحسن كوميدي تونسي و تفدليكو يدخل للقلب فييسع تحية ليك و لأخلاقك العالية جعفوور,positive
أحسن لقطة في آخر المسلسل,positive
أحسن ما عملتوا,positive
أحسن مسلسل,positive
أحسن مسلسل هو شورب,positive
أحسن معوض لنوفل الورتاني ربي معاك,positive
أحسن مقدم برنامج رأيته في حياتي,positive
أحسن ممثلة ربي معاك يا وجيهة,positive
أحسن ممثلة في تونس تعجبني برشا,positive
أحسن ممثلة في تونس ثلاثة,positive
أحسن ممثلة في تونس,positive
أحسن و أجمل مراء في تونس,positive
أحسن واحد البرنس,positive
أحقر منك لم تلد النساء لا عهد لا ميثاق لا دين لا ملة,negative
أحلا أعدت الأمل و زرعت الفرحة في قلوب الناس فألف شكر,positive
أحلا حاجه في برنامج وجيه الجندوبي تباركله عليها,positive
أحلا صوره أرها في حياتي,positive
أحلام المقالات لا يمكن أن يجتمعان خصوصا في المقالات السياسيه أحلام تفتقر في رأي القدره على الوضوح في رأيها خوفا من ان تفقد جمهورها متعدد الإتجاهات الأفكار أتمنى أن تتحرر,negative
أحلامنا مجرد حقوق يتمتع بها الطفل في أوروبا,positive
أحلام وردية بماض وهمي بعيد عن حقائق التاريخ وتطور المجتمعات,negative
أحلا نقشه,positive
أحل جعفور برفو,positive
أحل غنيا في العالم,positive
أحل مغني رتو في حياتي,positive
أحلى ثنائي,positive
أحلى جعفور احلي تلقائية و احلي ضحكة ديما متميز و قريب للقلب,positive
أحلى جمعية,positive
أحلى ذكرى في ألفين و ثمنطاش أصبحت جدة كل عام وانتم بالف ألف اتصالات تونس,positive
أحلى رمضان على أحلى قناة تونسية و إلي موش عاجبو يعاونا بسكاتو,positive
أحلى زينة نشاله ربي يوفقك و نستناوك في الأنشيد,positive
أحلى شيء وقتلي قالوا التمويل نجيبوا من صباطك وسروالك ونخرج مليون دولار من أكتافك,negative
أحلى شيخ,positive
أحلى صافي سعيد,positive
أحلى غناية,positive
أحلى كعبة مش عادي,positive
أحلى ليلى و أحلى إجابة ضد مقداد إلي كثر على ما وصاوه,positive
أحلى مسلسل,positive
أحلى مورو,positive
أحلى نجلاء,positive
أحلي جعفور في دنيا وله فرهتنا على قلوبنا,positive
أحلي جعفور ولد مدنين,positive
أحمد الأندلسي سييدك يا انت يا ماسطة يا فرحة الراجل إلي باش ياخذك وفرحة بوك وهف يهزك,negative
أحمد الأندلسي,positive
أحمد الأندلسي ممثل صنع روحو و خدم و ولد جمعية أما تحسو مقداد سهيلي جنيور هه,positive
أحمد الأندلسي والله الله يرحم الأم إلي جاباتك راجل ولد حومة عربي,positive
أحمد الدقامسة الحمدلله على سلامة البطل,negative
أحمد راجل وفاهم,positive
أحمد طاحون,negative
أحمد يعرف يغني خير,positive
أحمق ذلك اليائس الذي لا يفهم لماذا يعطيه الله أياما جديدة,positive
أحمق,negative
أحن أب لأرق بنت,positive
أحن إنسان على وجه الكرة الأرضية,positive
أحنا التوانسة موش ما يعجبنا العجب بربي علاش فنان بهذا الابداع الصوتي خليوه يبدع كيمة هو يرتاح لازم تكسرولو مقذيفو فنان وروعة ودمو عسل وربي معاه,positive
أحنا حتى نخرجو من ألفين و عشرين,positive
أحنا شادين في ربي هو على كل شيء قدير يا بيل,positive
أحن الى طبخ أمي و منسف أمي,negative
أحنا ما قيناش فيكم الخير باش فلسطين تلقى قسوات,negative
أحنا نعانو في الارهاب و نبحث عن طريقة لدحره من بلادنا و سي امين جايبلنا موضوع المثليين وناقشو فيه وكانه قمة التحضر الا يعتبر هذا استفزازا للمتشددين و الدواعش باش يلقاوا ذريعة لهتك ارضنا بالله جيبولنا مواضيع تبعث الامل و تعطي صورة مشرقة لتونس,negative
أحنبعل بليد برشا,negative
أحيانا أصمت لأن أجوبتي تقتلني قبل أن تقتلهم فصمتي يعني في دآخلي حروف لو نطقت بها لآهتزت أبدانهم وجعا,positive
أحيانا نخشى على شخص من الإنكسار فنتفاجئ به يكسرنا بلا شفقه,negative
أحييك واحيي فيك جرأتك و هذا منطق كل من متدبر لأمر الدنيا كما قال الرسول انتم أدري بأمور دنياكم,positive
أخباركم الكل تزيد هم على هم,negative
أخبي الشوق لا شفقتك قبالي وأتمنى أشوفك في كل ليلة,positive
أختك من المغرب الله يفرج عليهم ياربي,positive
أختك هي جزء رقيق من قلبك فكن بجانبها لكي لا تكسرها الحياة ابكتني,negative
أختى أنصحك لوجه أتعلمى القرأءة وخاصة القران الفاتحة وسورة معاها لكي تعرفي أتصلي الشغل ماهو كل شيء أتعلمي سور من القران اتصلي بيهم اليوم فيه بكرة مافيه,positive
أخدم انت يزي ها نمي و عيش في تونس هما بنوا و كون و انت تحسبلهم هذي هيا الرجال تكسب و الطاحنة تحسب ولاهي يكذب,negative
أخدم على روحك خويا لطفي نحن شعب بقالنا كان التنبير,positive
أخر مرة سبيت فيها في كومنتار قالوا لي لمرة جاية نفصخولك لفيسبوك ليذا بصحتك صاحبي عبر إييه,negative
أخرولها فيه,negative
أخشى أن أعاملك بالمثل فتتألم,negative
أخلاق عالية شكيب,positive
أخوة و محبة كيما هكة ولا بطل,positive
أخوكم من المغرب نقول و نعمة الرجال و شكر خاص ليك جعفر و عاش العرب وين ما كانو,positive
أخيراا قالها,positive
أخيرا حكاية الغراب والفولة المسوسة تتجسد على أرض الواقع هه,negative
أ خي مازلت بلاد هيا مسيب ماء على بطيخ,negative
أدخل امشيلو لا برا أنت ه ولدي أمشيلو هه,negative
أدخل للكيب يا أنثت الذيب وحسبلي روحك صيد وأنت حتي لبوة ياسر فيك,negative
أدخلني فوضى الحواس عالم أحلام مستغانمي من بابه الكبير فهي بلا شك أفضل من يجيد صنع ابجدية خاصة لحالات ملتبسة وإن غلبت عليها الإستعارات والتشابيه بحشو مفرط حتى ضيعت السرد وسط الزخم الحاد للتراكيب النصية وإن كنت لا أخفي أعجابي ببطلها الحبري خالد طوبال وطريقة توظيفها لشخصيته في أحداث الرواية برأيي فوضى الحواس أجمل الثلاثية بينما فرطت منها عابر سرير فلم تكن في مستوى أختيها فجأت بحشو كثير جدا وسرد هش وإن كان هذا ما يغلب على الثلاثية وأقصد هنا ضياع السرد والتشخيص الروائي وغلبة الإستعارات الإ انه كان في عابر سرير مبالغا فيه بشكل أفقدها توهج فوضى الحواس,negative
أدركت مؤخرا أن لا أحد لأحد كل من حولك لا تأخذك الظنون أنه سيكون معك في جميع تقلباتك هو لديه الأهم وأنت لديك وهم فقط عاملهم بلطف وأمض,negative
أدعولي نجيب الباك دعوة أربعين غريب مستجابة,positive
أذكر مما قرأت قصيده علقت بذهني وتأثرت بها وضعوني في إناء ثم قالوا لي تأقلم أنا لست بماء أنا من طين السماء إذا ضاق إنائي بنموي يتحطم,positive
أذهب فأنت أحد الأغبياء,negative
أرادوا إعدام سقراط فبكت زوجته فسألها ما يبكيك قالت تقتل ظلما قال أكنت تحبين أن أقتل عدلا قالت الله لا يردك حتى وإنت بتموت قاعد تتفلسف,positive
