text|label
كما أننا فضلنا اعتماد لغة الحوار و التوعية و تطوعنا لتوفير كل أنواع الدعم للشركة في صورة ما خيرت فض علاقاتها مع شركة كارفور الفرنسية، و المواطن التونسي على هذا شاهد. و لأننا، وعلى عكس الشركة التونسية UHD و المجوعة المالكة لها، حرصنا على مصالح العاملين بالشركة -بإعتبارهم ضحايا لنظام اقتصادي جعلهم يلتجؤون العمل تحت يافطات شركات مشبوهة- من خلال آليات الإحتجاج السلمية و التوعية التي اتّبعناها، إلاّ و أننا قررنا التفكير في مراجعة آليات العمل و المقاطعة بإعتبار الشركة رسميا، ذراعا إقتصاديا للكيان الصهيوني بتونس.|negative
 طرد السفير المصري اصبح واجب ديني و اخلاقي|negative
مع غلق جميع فضتءات كارفور الصهيونية |negative
 بعد المشاهد ألى شوفنها في قافلة الصمود أي واحد مازال يقضي من كارفور راهو ماهوش راجل و أي واحد مازال يستهلك أي منتوج تابع المقاطعة راهو ماهوش راجل |negative
المقاطعة حرب لا هدنة فيها |negative
#قافلة_الصمود|neutral
#قاطعوا_carrefour|neutral
#غزةالصمود |neutral
و أنتم تتابعون أخبار #قافلة_الصمود لا تنسو أحد أهم المعارك المقاطعة و على رأسهم كارفور. |positive
على فكرة في الايام الفارطة تم استقبال مسؤول صهيوني  و قام بالحضور في عدد من محلات كارفور بتونس ( كل التفاصيل على الصفحة) |neutral
 قالوها برشا :  ما عندنا ما نعملولهم كان ندعوا!!!!  |positive
فيقوا يا بشر راهو برشا حاجات تتعمل و انت في بلاصتك ساهل برشا اطبقها و ابسطها:|negative
تصدّق و انويها لغزة|positive
توب و انويها رحمة لغزة|positive
صلِّ و انوي صدق دعاءك لغزة|positive
قاطع |positive
كارفور و باقي المنتجات الهيونية و انويها بركة لغزة|positive
ساند الناس الّي في القافلة #قافلة_الصمود |positive
و انويها سبب لفك الحصار و بداية الانتصار|positive
️ما تتلاهاش في حياتك و مشاكلك برك تفكرهم اخوانك و احكي عليهم و على مأساتهم|neutral
ماعاش تتفرجو في مسلسلات تركية تبكيك و حل فيديو تو تبكي بالصحيح |neutral
 عباد عملت برنامج و مشاو مع قافلة الصمود و تشجعو و عباد مش منجمه تقاطع كرفور و دليس و كوكا ... قال شنوه اش بش نعملو|negative
بش تموتو كي ماتشربوش قازوز|negative
 اذا فاتك الموضوع، أقرا البيان الي نشرناه يوم 7 جوان 2025 ابط الموالي paign .|neutral
على فكرة في الايام الفارطة تم استقبال مسؤول صهيوني  و قام بالحضور في عدد من محلات كارفور بتونس ( كل التفاصيل على الصفحة)  #قاطعوا_carrefour  #BoycottCarrefour |neutral 
 و أنتم تتابعون أخبار #قافلة_الصمود لا تنسو أحد أهم المعارك المقاطعة و على رأسهم كارفور.  في تونس تابعو صفحة حملة مقاطعة كارفور بتونس Tunisian carrefour Boycott Campaign . 
 خرجوا مظاهرات : الي يحب القدس يمشيلها. قالولهم قاطعوا على الأقل كوكاكولا و كارفور : محسوب كي باش نقاطعوا باش تتحرر فلسطين. مشاولها: محسوب بش تحرروها. فبحيث القافلة تسير و الكلاب تنبح… |negative 
 قالوها برشا : ما عندنا ما نعملولهم كان ندعوا!!!!  فيقوا يا بشر راهو برشا حاجات تتعمل و انت في بلاصتك ساهل برشا اطبقها و ابسطها: تصدّق و انويها لغ زة توب و انويها رحمة لغز ة صلِّ و انوي صدق دعاءك لغز ة قاطع  كارفور و باقي المنتجات الSهيونية و انويها بركة لغز ة.. ساند الناس الّي في القافلة #قافلة_الصمود  و انويها سبب لفك الحصار و بداية الانتصار ️ما تتلاهاش في حياتك و مشاكلك برك تفكرهم اخوانك و احكي عليهم و على مأساتهم ماعاش تتفرجو في مسلسلات تركية تبكيك و حل فيديو تو تبكي بالصحيح |neutral 
 Heni Mouhamed Salah دخل كارفور قالولو راك ربحت عندك دقيقتين تنجم تهز فيهم شنوا تحب هز الطفلة إلي في الكاسة  |neutral 
 قاطع كارفور  قاطع كارفور راك تقريبا شريك في الجريمة |negative 
 فهمتوا علاه المساحات التجارية هذه لم تطرد محلات كارفور؟ على كل نحنا راجعين للعطارة و المرشي و السوق، و انتم كملوا تعاملوا بفلوس الدم. اذا فاتك الموضوع، أقرا البيان الي نشرناه يومين لتالي  اذا تحب تفاصيل، تلقاها في الرابط الموالي |neutral 
إنشأالله يتحقق الحلم |positive
 نفرح اللي المعلومة قاعدة توصل  وحركة المقاطعة قاعدة تتوسع  (منقول) |positive
قاطع قاطع كارفور متمولش الاحتلال|negative 
 الناطق الأبيّ هذا نتبع فيه من بدايات تحركاتو ربي يحفظو ويبارك عملو بدا بالمظاهرات ضد كارفور! لا تحقرن صغيرة إن الجبال من الحصى! ريتو الي يسلك سبيل الخير ويعقد العزم فيه يصل لهدفه لا محالة! فانتفض واسع وجد! |neutral 
تزامُناً مع وصول قافلة الصمود الى معبر راس جدير البارحة  ( ومع الاحساس المُتنامي بالعجز ) مشينا ندرعوا في خواطر كارفور تعبيرًا عن رفضنا لشراكته مع الاحتلال الصهيوني.   نؤمن أن لكل شخص دور، ولو كان بسيطًا وندعو ناسنا وأهلنا و أحبابنا بالانكباب على  تدريع خواطر  الاحتلال في كل مكان وزمان.  #قافلة_الصمود #فلسطين  Cc Ajroudi Asma  حملة مقاطعة كارفور بتونس Tunisian carrefour Boycott Campaign  تنسيقية العمل المشترك من أجل فلسطين |negative 
 مع السلامة يا أحرار. تمشيوا و ترجعوا، تلقاونا طردنا كارفور! كيما شرفتونا نشرفوكم. |negative 
 التحركات امام كارفور الصهيونية لن تتوقف و بالعكس ستشتد و لن نمل و لن نكل و لن يهدا بالنا حتى فسخ الشراكة و اخراج كارفور الصهيونية من تونس  الناس اللي لم تستطع المشاركة في قافلة الصمود لتحرير غزة  واجبنا هنا و من ديارنا اخراج كارفور و فضح صهيونتها  #قاطعوا_carrefour #لا_لتجريم_نشاط_المقاطعة #قاطو @tout le monde  شباب باجة المعطى الثائر |negative 
Carrefour Tunisie  #قاطع|positive 
الطالب الي قطع علم كارفور ضمن قافلة كسر الحصار التونسية|negative 
 حاسيلو لي مازال يحط الكوكا في فمه لي يقضي من كارفور لي بطعن في المقاومة و غيرهم برشا  اليوم آخر كف ليكم .. اليوم صمود عراتكم و حلاتكم تعرفه لي انتوما أقلية طحانة و بلاش ضمير و قلب  شعب تونس مقاوم مؤمن بالقضية للنخاع .. غير قعدته انتوما كمشة لا قلب لا ضمير  |negative 
 نفس المجموعة كيف نادوا بالمقاطعة و خاصة كارفور لم يتفاعل معهم الشعب و حين كونوا قافلة الصمود إلتحم معهم الشعب و أيدهم و سار معهم استخلاص الدروس : ليلتف حولك الشعب لابد أن ترسم طريقا واضحا و مطالبك تعبر عنه بصدق |negative  
 ناس فاضية شغل....لن يفك الحصار على غزة الا بالسلاح، نقطة وارجع للسطر. ما نجموش ايقاطعو كعبة كوكاكولا والا ايسكرو قىع متاع كارفور وماشيين باش ايفكو الحصار على غزة ...خرف |negative 
ناس مخلية صغارها ومقمرة بحياتها  من أجل فك الحصار على غزة وناس ما قدرتش تقاطع كارفو|negative 
 بعد دعوات المقاطعة و التحركات الميدانية التي أطلقها الشباب الناشط أمام فروع كارفور تونس، أطلت علينا شركة كارفور ببيان هزيل و مضحك يوم 30 ماي 2025 يفيد بعدم وجود أي علاقة تربط بين الشركة و الكيان الصهيوني بل و بتأكيد صريح بأن الشركة داعم حقيقي للشعب الفلسطيني و لقضيته العادلة في مغالطة مكشوفة و واضحة نعتبرها في حملة مقاطعة كارفور تونس ضحكا على الذقون. الا أنه بعد التحقق و التثبت من جملة المعلومات الواردة على صفحة الحملة و بريدها الالكتروني من مواطنين متعاطفين مع الحملة و من داخل الشركة تأكد لدينا بما لا يفيد الشك بأن شركة UHD المالكة لعلامة كافور بتونس هي شريك مباشر و فعلي في حرب الإبادة التي يشنها الكيان المحتل داخل الأراضي المحتلة: 1. مسؤول عمليات التطوير بكارفور الكيان الصهوني هو نائب الرئيس الأول لعمليات البيع بالتجزئة الكاملة بكارفور تونس (UHD) و الجزائر (HDA). كيف تفسر شركة UHD تقديم مسؤول عمليات التطوير بكارفور الكيان الصهوني LUC DEMEZ نفسه على أنه نائب رئيس الشركة المكلف بالعمليات والأنشطة التقنية من خلال منشوراته على وسائل التواصل الاجتماعي و تصريحاته لوسائل الاعلام. 2. كيف تفسر الشركة زيارة الصهيوني البلجيكي LUC DEMEZ مسؤول عمليات التطوير بكارفور الكيان الصهوني لتونس خلال الأيام الماضية حسب الجدول التالي: 2025-05-29 كارفور ماركت قْابس. 2025-05-30 كارفور ماركت تطاوين، كارفور اكسبريس جرجيس، ثم كارفور ماركت  جرجيس. 2025-05-31 كارفور اكسبريس جربة حومة السوق، كارفور ماركت حومة السوق، كاش اند كاري حومة السوق، كارفور اكسبريس ميدون، ثم كارفور ماركت ميدون. 3. شركة UHD تتجنب الإشارة أو توضيح العلاقة المالية التي تربطها بالشركة الأم لكارفور: عبر البيانات و التوضيحات التي نشرتها شركة UHD المالكة لعلامة كارفور بتونس  اكتفت الشركة بشجب التحركات الميدانية و تشويه دعوات المقاطعة دون توضيح العلاقة المالية التي تربطها بالشركة و هذا أكبر دليل على العلاقة المشبوهة التي تجمع شركة UHD و الشركة الأم الداعمة للكيان الصهيوني. علما و أننا سبق أن تثبتنا من هذه الشراكات بالاطلاع على التقارير المالية لمجموعة كارفور الفرنسية للسنتين الفارطتين. لهذه الأسباب فإننا نؤكد على تمسكنا بمطالبنا الواردة ببيان الحملة يوم 10 ماي 2025 و نطلق دعوة عاجلة لإصدار قانون يجرم التطبيع مع الكيان الصهيوني. نعتبر، في حملة مقاطعة كارفور، أن كل تأخير حاصل في اصدار قانون يجرم التطبيع مع الكيان الصهيوني مدخلا من مداخل التواطئ المباشر في جرائم الحرب التي يقوم بها الكيان المحتل. أخيرا، إننا نستنتج من خلال ما ورد، أن لا نية لمجلس إدارة الشركة في التراجع عن شراكتهم مع مجموعة كارفور و أن كل ما يصدر عنهم هي أكاذيب تستهزئ بناشطي حملة المقاطعة خصوصا و أقاويل تستغبي وعي الشعب عموما. لطالما حاولنا في حملة مقاطعة كارفور بتونس اعتماد مبدأ حسن النية في التعامل مع الشركة التونسية UHD، مع علمنا المسبق بجملة الشراكات التي تجمعها مع مجموعة من الشركات المطبعة. كما أننا فضلنا اعتماد لغة الحوار و التوعية و تطوعنا لتوفير كل أنواع الدعم للشركة في صورة ما خيرت فض علاقاتها مع شركة كارفور الفرنسية، و المواطن التونسي على هذا شاهد. و لأننا، وعلى عكس الشركة التونسية UHD و المجوعة المالكة لها، حرصنا على مصالح العاملين بالشركة -بإعتبارهم ضحايا لنظام اقتصادي جعلهم يلتجؤون العمل تحت يافطات شركات مشبوهة- من خلال آليات الإحتجاج السلمية و التوعية التي اتّبعناها، إلاّ و أننا قررنا التفكير في مراجعة آليات العمل و المقاطعة بإعتبار الشركة رسميا، ذراعا إقتصاديا للكيان الصهيوني بتونس. |negative 
 تلخيص للبيان اللي نشرتو صفحة حملة مقاطعة كارفور بتونس Tunisian carrefour Boycott Campaign سابقا. هاذا شقاعد يصير في كارفور تونس! كارفور تونس اللي تديرها شركة UHD التابعة للشركة الأم UTIC كل مرة تخرج بيان تقول فيه بكل وقاحة:  ما عنا حتى علاقة بالكيان الصهيوني، وراهو نحنا مع فلسطين!   و الحقيقة  أكبر من هكا و أصلا فضيحة، مسؤول عمليات التطوير في كارفور الكيان الصهيوني  ، اسمو LUC DEMEZ، هو نفسو نائب رئيس شركة UHD الشركة الي تدير علامة كارفور في تونس   و كذلك شركة HDA في الجزائر   و ماعندوش برشا ماللي جاء لتونس و عمل زيارة لفروع كارفور هنا!  وهاذا جدول زياراتو الشهر لي فات: * 29 ماي: كارفور ماركت ڨابس * 30 ماي: تطاوين، جرجيس * 31 ماي: جربة – حومة السوق، ميدون.. معناها يا جماعة ببساطة كارفور تونس طرف اقتصادي يخدم مع المحتل، ومساهم (حتى لو بطريقة غير مباشرة) في الجرائم اللي صايرة في فلسطين و انت زادا اللي قاعد تشري من كارفور مشارك معاهم ، مبروك عليك.  |neutral 
